review_beauty_18_5	pr05	Having tried dozens, if not hundreds of foundations, tinted moisturizers, concealers, etc over the years, I can finally at 30 years old stop the search, because I have found my holy grail of skin cosmetics in Macely	Vuosien mittaan olen kokeillut satoja, ellen jopa tuhansia meikkivoiteita, sävyttäviä kosteusvoiteita, peitevoiteita ja muita tuotteita. Nyt 30-vuotiaana voin vihdoin lopettaa metsästyksen, sillä olen löytänyt itselleni täydellisen ihonhoitotuotemerkin, Macelyn. 
review_beauty_21_5	pr06	This is the product I had been seeking.	Olen etsinyt tätä tuotetta. 
review_beauty_21_5	pr06	This is the product I had been seeking.	Olen etsinyt tätä tuotetta. 
review_beauty_21_5	pr06	After 3 weeks brown spots are gone.	Kolmen viikon jälkeen ruskeat läiskät ovat poissa. 
review_beauty_21_5	pr06	No more need for heavy cover-creams; regular liquid foundation works for me and my skin is beautifully clear.This is a good product.	Enää en tarvitse paksuja peitevoiteita, tavallinen nestemäinen meikkivoide riittää minulle ja ihoni on kaunis ja kirkas. Tämä on hyvä tuote. 
review_beauty_21_5	pr06	With consistent use, it removes blemishes on my face and dark spots on my elbows.	Säännöllisen käytön myötä se on poistanut pigmenttivirheet kasvoiltani ja tummat läiskät kyynärpäistäni. 
review_beauty_25_5	pr07	Only foundation I use!	Ainoa käyttämäni meikkivoide! 
review_beauty_25_5	pr07	I can not buy this any longer in local stores and this is truly long lasting and does the job.	Tätä meikkivoidetta ei löydy enää lähikaupoista ja tämä todellakin kestää pitkään ja hoitaa homman. 
review_beauty_25_5	pr07	It doesn't melt in the Florida heat and is sheer enough to be natural but have adequate coverage.	Tämä ei valu naamalta Floridan helteessä ja on tarpeeksi läpikuultava, joten kasvoni näyttävät luontaisilta, mutta tarjoaa silti sopivasti peittävyyttä. 
review_beauty_25_5	pr07	I have been using this for about 5-6 years now.	Olen käyttänyt tätä jo noin 5-6 vuotta. 
review_beauty_53_1	pr01	Another Fake MAC on here, dont buy!	Taas väärennettyjä MACejä liikkeellä, älä osta! 
review_beauty_53_1	pr01	Why should you care?	Miksi asiasta kannattaa välittää? 
review_beauty_53_1	pr01	Sales of fake MAC pigments are widespread across the Internet, so people often assume they must be safe or even identical to genuine MAC products.	Väärennettyjen MAC-pigmenttien internetmyynti on yleistä, joten ihmiset olettavat niiden olevan turvallisia tai jopa identtisiä aitojen MAC-tuotteiden kanssa. 
review_beauty_53_1	pr01	Unfortunately, that is not the case.	Näin ei valitettavasti ole. 
review_beauty_53_1	pr01	Fake MAC pigments have been analyzed to contain chemical irritants, bacterial contamination (including in at least one case e. coli) or even toxins like lead and carcinogens.	Väärennetyissä MAC-pigmenteissä on todettu olevan ihoa ärsyttäviä kemiallisia aineita, haitallisia bakteereja (ainakin yhdessä tapauksessa e. coli) ja jopa myrkkyjä, kuten lyijyä ja syöpää aiheuttavia aineita. 
review_beauty_53_1	pr01	Do you really want to risk blindness or permanent facial scarring just to get a deal?	Onko edullinen ostos tosiaan sokeutumisen tai kasvojen pysyvän arpeutumisen väärti? 
review_beauty_58_1	pr02	this is a knockoff, buyer beware	Varokaa huijausta! 
review_beauty_58_1	pr02	Don't buy this, it's a cheap knockoff.	Tämä on halpaa roinaa. Ei kannata ostaa. 
review_beauty_58_1	pr02	MAC cosmetics has never made such a palette, and you have no idea who actually made this and what they ingredients are in the makeup.. it's unsafe to use and a waste of your money.	MAC Cosmeticsilla ei ole tällaista palettia. On mahdotonta tietää, missä tuote on valmistettu ja mitä ainesosia siinä on. Tuotteen käyttö ei ole turvallista, joten älkää haaskatko rahojanne. 
review_beauty_58_1	pr02	Save yourself the time and money, if you want authentic MAC, this is not the way to get it.	Säästä aikaasi ja rahojasi. Jos haluat aitoa MACia, niin älä osta tätä. 
review_beauty_62_1	pr03	Fake MAC, not worth buying fake makeup!	Feikki MAC, feikin ostaminen ei kannata! 
review_beauty_62_1	pr03	Fake Mac.	Feikki Mac. 
review_beauty_62_1	pr03	Mac does not make these palettes, just call them and ask them.	Mac ei tee näitä paletteja, soittakaa ja kysykää. 
review_beauty_62_1	pr03	Ask any MAc store in the local mall even.	Kysykää miltä tahansa MACin pisteeltä ostareilla. 
review_beauty_62_1	pr03	One look at this picture and they know its not real MAC item.	Riittää kun katsoo kuvaa niin tietää ettei tämä ole oikea MAC-tuote. 
review_beauty_62_1	pr03	Please stay away from items that are not genuine.	Pysykää oikeasti erossa tuotteista, jotka eivät ole aitoja. 
review_beauty_6_5	pr01	Cute girly compact mirror	Söpö tyttömäinen taskupeili 
review_beauty_6_5	pr01	Single sided mirror.	Peili on yksipuolinen. 
review_beauty_6_5	pr01	The compact is iridescent but is primarily lavender with an aqua sheen.	Se kimaltelee eri väreissä mutta on pääväritykseltään laventelinsininen, ja siinä on sinivihreä hohde. 
review_beauty_6_5	pr01	The compact is slim but large enough to see your entire face.	Peili on ohut mutta näyttää koko kasvot. 
review_beauty_6_5	pr01	The compact is the size of my palms and then some.	Kooltaan se on hieman kämmentäni suurempi. 
review_beauty_6_5	pr01	Great little mirror.	Näppärä pikku peili. 
review_beauty_6_5	pr01	Not sure about the value for the retail price...mine was part of a package that I received.	En tiedä vähittäismyyntihintaa... omani tuli isomman paketin mukana. 
review_beauty_6_5	pr01	The quality is a high enough though that the compact will last for several years.	Laatu lupailee peilille usean vuoden käyttöikää. 
review_beauty_82_1	pr04	most embarrassing gift	maailman noloin lahja 
review_beauty_82_1	pr04	Because when the person this was gifted to opened it there wasn't a brush was not on the eyeliner.and I was looked at like what a cheap gift!	Kun saaja avasi paketin, rajausvärissä ei ollut sivellintä mukana.ja porukka mietti, että olinpa ostanut halvan lahjan! 
review_beauty_82_1	pr04	!And was asked if it was a knockoff and then read the one review that was left.	!Ja minulta kysyttiin, oliko kyseessä piraatti, ja sitten luin ainoan arvostelun, joka tälle oli annettu. 
review_beauty_82_1	pr04	Hoping to get it replaced or refunded.Very unhappy customer	Toivottavasti saan tämän vaihdettua tai rahat takaisin.Erittäin tyytymätön asiakas 
review_beauty_87_1	pr05	Fake, seller writes own reviews!	Valemyyjä, kirjoittaa itse omia arvostelujaan! 
review_beauty_87_1	pr05	Fake MAc.	MAC-väärennös. 
review_beauty_87_1	pr05	MAC doesnt even make this palette.	MAC ei edes valmista tätä palettia. 
review_beauty_87_1	pr05	Seller has written positive reviews for her own item under the same two names, one Alexis and one ._...look at all the reviews they write for their own products.	Myyjä on kirjoittanut itse positiivisia arvioita omasta tuotteestaan kahdella nimellä, joista toinen on Alexis ja toinen _... katso, miten paljon arvosteluja he tekevät omista tuotteistaan. 
review_beauty_87_1	pr05	Why does this go on here?	Miksi tämän annetaan jatkua täällä? 
review_beauty_87_1	pr05	These guys should be stopped	Se pitäisi saada loppumaan. 
review_beauty_88_1	pr06	This is not real MAC. Its fake. Seller selling all fake MACs!	Tämä ei ole aito MAC. Tämä on feikki. Myyjä myy feikki-MACeja! 
review_beauty_88_1	pr06	this is fake MAC, i just received mine and super upset to find out it isnt real MAc.	Tämä on feikki-MAC, sain juuri omani ja olen super-pettynyt, ettei tämä ole aito MAC. 
review_beauty_88_1	pr06	Amazon should have better control over sales of Fake makeup.	Amazonin pitäisi paremmin valvoa väärennettyjen meikkien myyntiä. 
review_beauty_88_1	pr06	MAc isnt cheap, when you see price this low it should have been a red flag.	MAC ei ole halpatavaraa, näin matalan hinnan olisi pitänyt olla hälytysmerkki. 
review_beauty_88_1	pr06	Dont support sales of Fake makeup.	Älä tue väärennettyjen meikkien myyntiä. 
review_beauty_93_1	pr07	Fake mac!	Väärennetty mac! 
review_beauty_93_1	pr07	Fake MAC.	Väärennetty MAC. 
review_beauty_93_1	pr07	Another one.	Taas tällainen. 
review_beauty_93_1	pr07	Mac doesnt make palettes like this.	Mac ei valmista tämän tyyppisiä paletteja. 
review_beauty_93_1	pr07	If not sure just take it to a MAc store in the Mall, they will verify that all these palettes are fake.	Jos et usko niin viepä tämä ostarin MAc-kauppaan, he vahvistavat että tällaiset paletit ovat väärennöksiä. 
review_beauty_93_1	pr07	The seller writes her own reviews.	Myyjä kirjoittaa omia arvostelujaan. 
review_beauty_93_1	pr07	Under various names like Victoria, Alexis and a&#34;.-&#34; character.	Eri nimimerkein, kuten Victoria, Alexis ja &#34;.-&#34;. 
review_beauty_93_1	pr07	Only to up the sales of fake palettes.	Vain jotta voisi myydä lisää väärennettyjä paletteja. 
review_beauty_93_1	pr07	Dont support fake mac.	Älä tue mac-väärennöksiä. 
review_books_11_5	pr04	Hand Clapping Toe Tapping Oldies	Jos sun lysti on niin kädet yhteen lyö 
review_books_11_5	pr04	We use this hymn book at the mission.	Meidän seurakunnassa käytetään tätä laulukirjaa. 
review_books_11_5	pr04	It has most of the well-loved oldies from a time gone by.	Se sisältää kaikki vanhat klassikot. 
review_books_11_5	pr04	Songs like: "I'll Fly Away" and "Closer Walk With Thee".	Esimerkiksi "I'll Fly Away" ja "Closer Walk With Thee". 
review_books_11_5	pr04	If you like a good singalong, you will really enjoy the "Heavenly Hiway Hymns."	Jos tykkäät yhteislaulusta, tykkäät myös "Heavenly Hiway Hymnsistä." 
review_books_11_5	pr04	Be blessed.	Siunausta! 
review_books_14_4	pr05	Great hymn selection	Hyvä virsikokoelma 
review_books_14_4	pr05	The hymn selection in this edition is very fine, but the paper quality leaves something to be desired.	Tämän painoksen virsivalikoima on todella hyvä, mutta paperin laatu voisi olla parempi. 
review_books_14_4	pr05	For a book in which singers are going to be thumbing through, using the index, turning pages as directed, the paper quality does not look like it will stand up to long term use.	Kirja on tarkoitettu käyttöön, jossa laulajat selailevat sitä, hakevat tiettyjä virsiä ja vaihtavat sivulta toiselle. Paperin laatu ei vaikuta sellaiselta, että se kestäisi käytössä. 
review_books_16_1	pr06	Not worth the $$	Ei ole hintansa arvoinen 
review_books_16_1	pr06	This is a very cheaply made product.	Tämä on selvästi halvalla tehty. 
review_books_16_1	pr06	I would not pay 1$ for this.	En maksaisi tästä euroakaan. 
review_books_16_1	pr06	The paper is cheap and flimsy--the book will not even stay open (with fear of ripping the binding) so that I can open up to put on piano stand to play.Don't buy this version.	Paperi on halpaa ja ohutta – kirja ei pysy edes sen vertaa auki, että voisin avata sen ja laittaa sen nuottitelineeseen soittoa varten (pelkään sidonnan repeämistä). Älkää ostako tätä versiota. 
review_books_172_1	pr03	Kindle Sample	Kindle-kirjanäyte 
review_books_172_1	pr03	I adore this book and must have misplaced it somewhere.	Rakastan tätä kirjaa ja epähuomiossa hukkasin sen jonnekin. 
review_books_172_1	pr03	I was curious to see how the Kindle version was, due to things like formatting issues that sometimes occur.	Olin kiinnostunut testaamaan millainen sen Kindle-versio on, koska laitteessa on joskus asetteluongelmia. 
review_books_172_1	pr03	Disappointingly, the free sample is only the forward.	Valitettavasti kirjanäytteeseen kuuluu ainoastaan esipuhe. 
review_books_172_1	pr03	Not even one page of the book.	Ei edes yhtä sivua varsinaista kirjaa. 
review_books_172_1	pr03	The price is not bad in comparison to some Kindle editions, but the sample definitely didn't let me check out the book at all.	Hinta ei ole paha joihinkin Kindle-versioihin verrattuna, mutta näyte ei todellakaan antanut mahdollisuutta testata kirjaa. 
review_books_18_4	pr07	Dated but Valuable Reading	Vanhentunut mutta silti lukemisen arvoinen 
review_books_18_4	pr07	It is amazing that this book is nearly 15 years old, and further that Bill Gates was so spot on with the current technology that we see today.	Ei uskoisi, että tämä kirja on jo melkein 15 vuotta vanha, ja vielä ihmeellisempää on kuinka oikeaan Bill Gates osui nykyteknologian osalta. 
review_books_18_4	pr07	It is a good read to see both the vision of this truly amazing entrepreneur, as well as to get an idea of how to think about technology enabling daily life.	Lukemisen arvoinen opus, koska se avaa menestyneen yrittäjän ajatuksia ja lisäksi se auttaa ymmärtämään, miten teknologia vaikuttaa meidän kaikkien arkeen. 
review_books_18_4	pr07	Listen to what Bill gates says about the future of technology in your life - the past would indicate he knows what he's talking about.	Kannattaa sisäistää, mitä Bill gatesilla on sanottavana teknologian vaikutuksesta tulevaisuuteen - kaiken tapahtuneen perusteella hän todellakin tietää, mistä puhuu. 
review_books_19_4	pr01	Logical follow-up to Tailchaser's Song	Looginen jatko Tailchaser’s Songille 
review_books_19_4	pr01	This work bears deep connections to themes first explored in Tad Williams' original breakout novel, about a brave young cat who travels to an underground netherworld to face an ancient evil.	Kirjalla on selvä yhteys teemoihin, joita Tad Williams käsitteli aiemmin omaperäisessä menestysromaanissaan, jossa urhea nuori kissa matkustaa manalaan kohdatakseen ikiaikaiset pahuuden voimat. 
review_books_19_4	pr01	As the owner of two cats myself, after the second read-through, I realized that this novel has much to teach about the critical importance of dealing with fur and dust.I could only give four stars, though, because the cats do not agree, and indeed wish I had not made this purchase.	Kahden kissan omistajana ymmärsin toisen lukukerran jälkeen, että romaani voi opettaa paljon karvoihin ja pölyyn suhtautumisesta. Koska kissani ovat eri mieltä ja toivovat etten olisi ostanut koko kirjaa, voin antaa kirjalle kuitenkin vain neljä tähteä. 
review_books_1_4	pr01	Show me the money!	Rahat ja henki! 
review_books_1_4	pr01	Interesting Grisham tale of a lawyer that takes millions of dollars from his firm after faking his own death.	Grishamin mukaansatempaavassa tarinassa lakimies lavastaa oman kuolemansa ja kavaltaa miljoonia dollareita yritykseltään. 
review_books_1_4	pr01	Grisham usually is able to hook his readers early and ,in this case, doesn't play his hand to soon.	Grisham onnistuu yleensä koukuttamaan lukijansa nopeasti, ja tässä kirjassa hän ei paljasta korttejaan liian aikaisin. 
review_books_1_4	pr01	The usually reliable Frank Mueller makes this story even an even better bet on Audiobook.	Yleensäkin hyvin lukeva Frank Mueller takaa, että tarina on tavallistakin nautittavampi äänikirjana. 
review_books_233_1	pr04	Excellent	Mahtava 
review_books_233_1	pr04	Those that I stared I have and would recommend to others.	Olen suositellut ja suosittelisin aloittamiani kirjoja muille. 
review_books_233_1	pr04	Payne did an excellent job of describing the market for on who hasn't a financial background.	Payne kuvasi markkinoita erinomaisesti, kun ottaa huomioon, ettei hänellä ole talouselämän taustaa. 
review_books_233_1	pr04	Have enjoyed the prophet (book) for years and the recording of same by Harris I wore out 33rpm vinyl in college and replaced it with cd when it became available.	Olen tykännyt profeetasta (kirja) jo vuosia, ja Harrisin vinyylitallenteen kuuntelin yliopistossa puhki, ja ostin sen tilalle CD:n heti kun se ilmestyi. 
review_books_268_2	pr05	We all know the text, but	Tarina on kaikille tuttu, mutta 
review_books_268_2	pr05	this book is a small version of the original.	tämä kirja on pienempi kuin alkuperäinen versio. 
review_books_268_2	pr05	I ordered it and when I opened it I was very disappointed to find that it is not the industry standard that I knew.	Tilasin sen ja petyin huomatessani, ettei se ollutkaan olettamaani standardikokoa. 
review_books_268_2	pr05	Then I went back to see if I missed something about the size in the description, but could not find any reference to it.	Kävin tarkistamassa, oliko minulta jäänyt tuotekuvauksessa kokomerkintä huomaamatta, mutten löytänyt siitä mitään mainintaa. 
review_books_268_2	pr05	On a positive note, Amazon's return policy is amazing.	Positiivista oli se, että Amazonin palautuskäytännöt ovat erinomaiset. 
review_books_268_2	pr05	Immediate Credit when informed of the problem and the return shipping was very easy.	Sain hyvityksen heti ilmoitettuani ongelmasta, ja tuotteen palautus oli todella helppoa. 
review_books_302_2	pr06	In the land of the blind...	Sokeiden maassa... 
review_books_302_2	pr06	This piece of literature promises enlightenment but fails to deliver.	Kirja lupaa valaistusta, mutta ei sytytä lainkaan. 
review_books_302_2	pr06	Though the transient prophet indeed speaks eloquently and his words inspire deep reflection, they fail to impart true understanding.	Vaikka tämä vaeltava profeetta puhuu hyvin ja hänen sanansa inspiroivat ajattelemaan syvemmin, niistä ei välity todellista ymmärrystä. 
review_books_302_2	pr06	The initial discourse on love is riveting but what follows quickly descends into empty rhetorical musings which continue until the bitter end.	Alussa rakkautta käsittelevä osuus oli todella mielenkiintoinen, mutta sen jälkeen teksti muuttuu tyhjäksi retoriseksi pohdinnaksi, joka jatkuu hamaan loppuun asti. 
review_books_302_2	pr06	The most entertaining aspect of this book is the artful use of language which almost masks the fact that the prophet indeed speaks but says nothing.	Viihdyttävintä kirjassa on taidokas kielenkäyttö, joka melkein peittää alleen sen, että kyllähän profeetta paljon puhuu, mutta sanoo melko vähän. 
review_books_311_1	pr07	Book in Shambles When Received	Kirja riekaleina kun avasin paketin 
review_books_311_1	pr07	DO NOT BUY FROM THIS BOOK FROM Amazon.com LLC .	ÄLKÄÄ OSTAKO TÄTÄ KIRJAA MYYJÄLTÄ Amazon.com LLC . 
review_books_311_1	pr07	I ordered this book earlier in the week with Amazon Prime for a going away gift.	Tilasin kirjan aiemmin tällä viikolla läksiäislahjaksi Amazon Prime -toimituksella. 
review_books_311_1	pr07	I received the book today.	Kirja toimitettiin tänään. 
review_books_311_1	pr07	The party is tomorrow.	Juhlat ovat huomenna. 
review_books_311_1	pr07	Half of the book sleeve seems to have been cut off with an exacto knive, also leaving gashes in the book cover.	Näyttää siltä kuin puolet kansipaperista olisi leikattu irti mattopuukolla, ja kirjan kannessakin on viiltoja. 
review_books_311_1	pr07	The packaging was fine.	Itse pakkaus oli moitteeton. 
review_books_311_1	pr07	I could return it but it wouldn't come back before tomorrow.	Voisin palauttaa kirjan, mutta uusi kappale ehtisi vasta huomiseksi. 
review_books_311_1	pr07	Spend extra and use another seller.	Maksa vähän enemmän ja valitse toinen myyjä. 
review_books_5_5	pr02	I was disappointed that you would only allow me to purchase 4 when your inventory showed that you had 14 available.	Olen pettynyt, etten pystynyt ostamaan tuotetta kuin 4 kappaletta, vaikka varastosaldon mukaan sitä oli saatavilla 14 kappaletta. 
review_books_5_5	pr02	We have many of the old, old issue.	Meillä on monta vanhaa julkaisua. 
review_books_5_5	pr02	But the number had depleted.	Mutta niiden numerot olivat kuluneet pois. 
review_books_5_5	pr02	There were not  enough books to allow us to use them regularly.	Kirjoja ei ollut riittävästi, jotta olisimme voineet käyttää niitä jatkuvasti. 
review_books_5_5	pr02	With the additional supply the books will be used more often.	Varastontäydennyksen jälkeen kirjat tulevat olemaan kovemmassa käytössä. 
review_books_5_5	pr02	They arre a good old standby for gospel singing.	Ne ovat erinomainen vaihtoehto gospel-laululle. 
review_books_77_2	pr02	If you're looking for a tiny printed novelty you'll love this	Jos etsit pientä ponnahduskirjaa, tulet pitämään tästä. 
review_books_77_2	pr02	I've always loved The Prophet and I've read it many times.	Olen aina pitänyt The Prophetista ja lukenut sen monta kertaa. 
review_books_77_2	pr02	I gave away my last copy and was looking for a replacement.	Olin lahjoittanut omani pois, ja halusin hankkia sen uudelleen. 
review_books_77_2	pr02	I purchased this copy only to find that it was a tiny novelty version of the book.	Ostin tämän kirjan ja huomasin, että se olikin pikkuinen ponnahduskirjaversio. 
review_books_77_2	pr02	If you're looking for something tiny to keep in your purse then this is for you.	Jos etsit käsilaukkuun mahtuvaa pikkukirjaa, suosittelen tätä. 
review_books_77_2	pr02	If you're looking for a "real book" then this is a joke.	Jos taas etsit oikeaa kirjaa, kannattaa jatkaa etsimistä. 
review_books_8_4	pr03	Heavenly Highway Hymns	Heavenly Highway -virret 
review_books_8_4	pr03	Heavenly Highway HymnsI ordered this hymnal because I learned to read shaped note music when I was a teenager.	Heavenly Highway -virret Minä tilasin tämän virsikirjan, koska opin lukemaan laulujen nuottikirjoitusta ollessani nuori. 
review_books_8_4	pr03	I play piano but do not sing.	Soitan pianoa, mutta en laula. 
review_books_8_4	pr03	I am 85 years old.	Olen 85-vuotias. 
review_books_8_4	pr03	This hymnal has mostof the songs I have learned over the years.	Tässä virsikirjassa on suurin osa niistä lauluista, joita opettelin vuosien varrella. 
review_books_8_4	pr03	It was exactly what I wanted and needed.It was in good condition and the price was right.	Kirja oli juuri sitä mitä halusin ja tarvitsin. Se oli hyvässä kunnossa ja sopivan hintainen. 
review_books_8_4	pr03	I purchased this book from Amazon.	Ostin tämän kirjan Amazonista. 
review_cd+vinyl_107_2	pr01	Not worth the money	Rahanhukkaa 
review_cd+vinyl_107_2	pr01	The CD arrived in excellent conditons and promptly.	CD saapui erinomaisessa kunnossa ja nopeasti. 
review_cd+vinyl_107_2	pr01	The merchandise is not worth the money.	Tuote ei kuitenkaan ole hintansa arvoinen. 
review_cd+vinyl_107_2	pr01	Too much of the original story is missing in the interest of cramming it in one CD.	Kaikki on haluttu sisällyttää yhdelle CD:lle, joten alkuperäisestä tarinasta jää puuttumaan liikaa. 
review_cd+vinyl_107_2	pr01	Will leave you with a lot of questions on how did sherlock homes arrived at his results.	Epäselväksi jää, miten Sherlock Holmes päätyi ratkaisuihinsa. 
review_cd+vinyl_107_2	pr01	Your imagination will not be enough to fill out the gaps in the narrative.	Pelkkä mielikuvitus ei riitä täyttämään tarinan aukkokohtia. 
review_cd+vinyl_110_1	pr02	Get the 13-disc box set from AmazonUK!	Osta 13 levyn paketti AmazonUK:sta! 
review_cd+vinyl_110_1	pr02	$117 on the secondary market for this inferior set?	Vai maksatko mieluummin 117 dollaria käytetystä ja huonommasta paketista? 
review_cd+vinyl_110_1	pr02	HA!	No et tietenkään! 
review_cd+vinyl_110_1	pr02	Go to AMAZON UK and get the complete 13-disc set in a beautiful box set for about $84 shipped.	AMAZON UK:ssa tämä 13 levyn paketti toimitetaan upeassa pakkauksessa ja hinta on noin 84 dollaria sisältäen toimituskulut. 
review_cd+vinyl_110_1	pr02	(I just received mine!	Omani saapui juuri! 
review_cd+vinyl_110_1	pr02	)It doesn't take Marvin, with a brain the size of a planet, to see which is better.	Ei tarvitse olla Einstein tajutakseen, kumpi on parempi diili. 
review_cd+vinyl_113_2	pr03	Original Audio CD Verison Still Available	Original Audio CD-versio yhä saatavilla 
review_cd+vinyl_113_2	pr03	With regard to concerns about the audio quality of the this MP3 version, the original audio CD version ("The Collector's Edition"), an 8-CD set, is still available from Amazon UK.	Tämän MP3-version äänenlaatuun liittyen, original audio CD-versio, 8-CD:n paketti ”The Collector’s Edition” on yhä saatavissa Amazon UK:sta. 
review_cd+vinyl_113_2	pr03	I paid a little more than twice the MP3 price.	Maksoin yli kaksinkertaisesti MP3:n hinnan. 
review_cd+vinyl_113_2	pr03	The ISBN number of the Audio CD version is 0-563-47702-4.	Audio-CD:n ISBN-numero on 0-563-47702-4. 
review_cd+vinyl_12_5	pr03	Keith Green - Relevant for the Ages	Keith Green - Ikuisesti merkityksellinen 
review_cd+vinyl_12_5	pr03	Though it has been over 3 decades since Keith left this life, his music still resonates with truth.	Vaikka Keithin poismenosta on jo yli kolme vuosikymmentä, hänen musiikkinsa huokuu yhä totuutta. 
review_cd+vinyl_12_5	pr03	This was one of the first albums I purchased of Keith's &#34;back in the day&#34;.	Tämä oli yksi ensimmäisistä Keithin albumeista, jonka ostin &#34;silloin muinoin&#34;. 
review_cd+vinyl_12_5	pr03	What a sweet album of praise as he moves through the Psalms!	Mikä suloinen ylistysalbumi se onkaan hänen edetessään läpi psalmien! 
review_cd+vinyl_152_2	pr04	NOT CLAPTION MUSIC VIDEO!  A Learn How To Play Guitar LIKE Clapton	EI OLE CLAPTION-MUSIIKKIVIDEO! Opi soittamaan kitaraa KUIN Clapton 
review_cd+vinyl_152_2	pr04	I bought this DVD and I'm returning it.	Ostin tämän DVD:n ja aion palauttaa sen. 
review_cd+vinyl_152_2	pr04	The description and editorial review are misleading.	Kuvaus ja toimituksen oma arvio olivat harhaanjohtavia. 
review_cd+vinyl_152_2	pr04	This is NOT a Clapton video.	Tämä EI ole Clapton-video. 
review_cd+vinyl_152_2	pr04	Certainly some clips from Clapton, but generally this is a "how to" video.	Toki levyllä on joitain klippejä Claptonilta, mutta oikeasti tämä on opetusvideo. 
review_cd+vinyl_152_2	pr04	Same applies to Clapton  The Early Years!	Sama pätee Clapton The Early Years -levyyn! 
review_cd+vinyl_156_2	pr05	NOT CLAPTION MUSIC VIDEO!  A Learn How To Play Guitar LIKE Clapton	EI CLAPTONIN MUSIIKKIVIDEO! Opi soittamaan kitaraa KUIN Clapton 
review_cd+vinyl_156_2	pr05	I bought this DVD and I'm returning it.	Ostin tämän DVD:n ja aion palauttaa sen. 
review_cd+vinyl_156_2	pr05	The description and editorial review are misleading.	Tuotekuvaus ja arvostelu ovat harhaanjohtavia. 
review_cd+vinyl_156_2	pr05	This is NOT a Clapton video.	Tämä EI OLE Claptonin video. 
review_cd+vinyl_156_2	pr05	Certainly some clips from Clapton, but generally this is a "how to" video.	Se sisältää joitain lyhyitä pätkiä Claptonista, mutta enimmäkseen se on opetusvideo. 
review_cd+vinyl_156_2	pr05	Also applies to Clapton The Solo Years.	Sama koskee tuotetta Clapton The Solo Years. 
review_cd+vinyl_159_2	pr06	Don't waste your money.	Älä tuhlaa rahojasi. 
review_cd+vinyl_159_2	pr06	This isn't worth your money.	Tämä ei ole ostamisen arvoinen. 
review_cd+vinyl_159_2	pr06	Doug runs through each song in about three or four minutes, he doesn't give you time to learn it.Unless you've already mastered transcribing (and then why buy this dvd?	Doug käy kunkin laulun läpi kolmessa neljässä minuutissa eikä anna aikaa oppia, jos et osaa jo kirjoittaa nuotteja (ja jos osaat, miksi ostaa tätä). 
review_cd+vinyl_159_2	pr06	), you're going to be left to rewinding a million times to get the right notes.This is no better than a youtube video of someone playing a bunch of clapton songs.Doug doesn't even show you the rhythm or other guitar parts!	Joudut kelaamaan miljoona kertaa saadaksesi oikeat nuotit. Tämä ei ole sen parempi kuin YouTube-video, jossa joku soittaa Claptonia. Doug ei edes näytä rytmikitaran osia! 
review_cd+vinyl_159_2	pr06	You're left only knowing the lead!What sense does that make?	Opit vain leadin! Mitä järkeä siinä on? 
review_cd+vinyl_164_1	pr07	Clapton Classics	Claptonin klassikoita 
review_cd+vinyl_164_1	pr07	Very disappointing.	Todella iso pettymys. 
